No,カラム名,カラム論理名,データ型,NULL有/無,主キー,パーティション定義,デフォルト値,元テーブル,元カラム,変換加工ロジック,説明/備考
476,tltl2001.車検サイクル２回目以降,車検サイクル２回目以降,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車検サイクル２回目以降）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車検サイクル２回目以降」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車検サイクル２回目以降に関する項目
477,tltl2001.納車場所コード,納車場所コード,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.納車場所コード）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.納車場所コード」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,納車場所コードを識別するコード/番号情報
478,tltl2001.月走行距離,月走行距離,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.月走行距離）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.月走行距離」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,月走行距離に関する項目
479,tltl2001.超過走行料,超過走行料,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.超過走行料）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.超過走行料」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,超過走行料に関する金額・税・率などの数値情報
480,tltl2001.車両本体新車時価格,車両本体新車時価格,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車両本体新車時価格）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車両本体新車時価格」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車両本体新車時価格に関する金額・税・率などの数値情報
481,tltl2001.車両本体前契約価格,車両本体前契約価格,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車両本体前契約価格）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車両本体前契約価格」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車両本体前契約価格に関する金額・税・率などの数値情報
482,tltl2001.車両本体原価価格,車両本体原価価格,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車両本体原価価格）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車両本体原価価格」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車両本体原価価格に関する金額・税・率などの数値情報
483,tltl2001.車両本体仕入価格,車両本体仕入価格,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.車両本体仕入価格）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.車両本体仕入価格」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,車両本体仕入価格に関する金額・税・率などの数値情報
484,tltl2001.登録納車費用有無フラグ,登録納車費用有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.登録納車費用有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.登録納車費用有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,登録納車費用有無フラグに関する金額・税・率などの数値情報
485,tltl2001.登録納車費用,登録納車費用,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.登録納車費用）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.登録納車費用」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,登録納車費用に関する金額・税・率などの数値情報
486,tltl2001.取得税有無フラグ,取得税有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.取得税有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.取得税有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,取得税有無フラグに関する金額・税・率などの数値情報
487,tltl2001.取得税,取得税,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.取得税）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.取得税」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,取得税に関する金額・税・率などの数値情報
488,tltl2001.重量税有無区分,重量税有無区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税有無区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税有無区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税有無区分に関する金額・税・率などの数値情報
489,tltl2001.重量税１年目金額,重量税１年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税１年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税１年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税１年目金額に関する金額・税・率などの数値情報
490,tltl2001.重量税２年目金額,重量税２年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税２年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税２年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税２年目金額に関する金額・税・率などの数値情報
491,tltl2001.重量税３年目金額,重量税３年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税３年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税３年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税３年目金額に関する金額・税・率などの数値情報
492,tltl2001.重量税４年目金額,重量税４年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税４年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税４年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税４年目金額に関する金額・税・率などの数値情報
493,tltl2001.重量税５年目金額,重量税５年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税５年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税５年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税５年目金額に関する金額・税・率などの数値情報
494,tltl2001.重量税６年目金額,重量税６年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税６年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税６年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税６年目金額に関する金額・税・率などの数値情報
495,tltl2001.重量税７年目金額,重量税７年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税７年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税７年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税７年目金額に関する金額・税・率などの数値情報
496,tltl2001.重量税８年目金額,重量税８年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税８年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税８年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税８年目金額に関する金額・税・率などの数値情報
497,tltl2001.重量税合計金額,重量税合計金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税合計金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税合計金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税合計金額に関する金額・税・率などの数値情報
498,tltl2001.重量税回数,重量税回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.重量税回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.重量税回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,重量税回数に関する金額・税・率などの数値情報
499,tltl2001.自賠責有無区分,自賠責有無区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責有無区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責有無区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責有無区分を表す区分/フラグ情報
500,tltl2001.自賠責回数,自賠責回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責回数に関する項目
501,tltl2001.自賠責１年目金額,自賠責１年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責１年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責１年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責１年目金額に関する金額・税・率などの数値情報
502,tltl2001.自賠責２年目金額,自賠責２年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責２年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責２年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責２年目金額に関する金額・税・率などの数値情報
503,tltl2001.自賠責３年目金額,自賠責３年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責３年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責３年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責３年目金額に関する金額・税・率などの数値情報
504,tltl2001.自賠責４年目金額,自賠責４年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責４年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責４年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責４年目金額に関する金額・税・率などの数値情報
505,tltl2001.自賠責５年目金額,自賠責５年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責５年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責５年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責５年目金額に関する金額・税・率などの数値情報
506,tltl2001.自賠責６年目金額,自賠責６年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責６年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責６年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責６年目金額に関する金額・税・率などの数値情報
507,tltl2001.自賠責７年目金額,自賠責７年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責７年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責７年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責７年目金額に関する金額・税・率などの数値情報
508,tltl2001.自賠責８年目金額,自賠責８年目金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責８年目金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責８年目金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責８年目金額に関する金額・税・率などの数値情報
509,tltl2001.自賠責合計金額,自賠責合計金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責合計金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責合計金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責合計金額に関する金額・税・率などの数値情報
510,tltl2001.自賠責加入区分,自賠責加入区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責加入区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責加入区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責加入区分を表す区分/フラグ情報
511,tltl2001.自賠責損保指定フラグ,自賠責損保指定フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責損保指定フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責損保指定フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責損保指定フラグを表す区分/フラグ情報
512,tltl2001.自賠責損保会社コード,自賠責損保会社コード,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責損保会社コード）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責損保会社コード」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責損保会社コードを識別するコード/番号情報
513,tltl2001.自賠責代理店指定フラグ,自賠責代理店指定フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責代理店指定フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責代理店指定フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責代理店指定フラグを表す区分/フラグ情報
514,tltl2001.自賠責代理店名,自賠責代理店名,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自賠責代理店名）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自賠責代理店名」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自賠責代理店名の名称・文字列情報
515,tltl2001.自動車税有無区分,自動車税有無区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税有無区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税有無区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税有無区分に関する金額・税・率などの数値情報
516,tltl2001.自動車税回数,自動車税回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税回数に関する金額・税・率などの数値情報
517,tltl2001.自動車税地区別区分,自動車税地区別区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税地区別区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税地区別区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税地区別区分に関する金額・税・率などの数値情報
518,tltl2001.自動車税初年度金額,自動車税初年度金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税初年度金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税初年度金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税初年度金額に関する金額・税・率などの数値情報
519,tltl2001.自動車税２年度金額,自動車税２年度金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税２年度金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税２年度金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税２年度金額に関する金額・税・率などの数値情報
520,tltl2001.自動車税３年度金額,自動車税３年度金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税３年度金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税３年度金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税３年度金額に関する金額・税・率などの数値情報
521,tltl2001.自動車税４年度金額,自動車税４年度金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税４年度金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税４年度金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税４年度金額に関する金額・税・率などの数値情報
522,tltl2001.自動車税５年度金額,自動車税５年度金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税５年度金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税５年度金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税５年度金額に関する金額・税・率などの数値情報
523,tltl2001.自動車税６年度金額,自動車税６年度金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税６年度金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税６年度金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税６年度金額に関する金額・税・率などの数値情報
524,tltl2001.自動車税７年度金額,自動車税７年度金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税７年度金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税７年度金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税７年度金額に関する金額・税・率などの数値情報
525,tltl2001.自動車税８年度金額,自動車税８年度金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税８年度金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税８年度金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税８年度金額に関する金額・税・率などの数値情報
526,tltl2001.自動車税合計金額,自動車税合計金額,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.自動車税合計金額）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.自動車税合計金額」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,自動車税合計金額に関する金額・税・率などの数値情報
527,tltl2001.紹介料有無フラグ,紹介料有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.紹介料有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.紹介料有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,紹介料有無フラグに関する金額・税・率などの数値情報
528,tltl2001.紹介料,紹介料,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.紹介料）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.紹介料」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,紹介料に関する金額・税・率などの数値情報
529,tltl2001.補助金有無フラグ,補助金有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.補助金有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.補助金有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,補助金有無フラグを表す区分/フラグ情報
530,tltl2001.補助金,補助金,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.補助金）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.補助金」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,補助金に関する項目
531,tltl2001.補助金返却区分,補助金返却区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.補助金返却区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.補助金返却区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,補助金返却区分を表す区分/フラグ情報
532,tltl2001.その他ファイナンス条件有無フラグ,その他ファイナンス条件有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.その他ファイナンス条件有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.その他ファイナンス条件有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,その他ファイナンス条件有無フラグを表す区分/フラグ情報
533,tltl2001.その他ファイナンス費用,その他ファイナンス費用,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.その他ファイナンス費用）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.その他ファイナンス費用」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,その他ファイナンス費用に関する金額・税・率などの数値情報
534,tltl2001.任意保険有無フラグ,任意保険有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.任意保険有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.任意保険有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,任意保険有無フラグを表す区分/フラグ情報
535,tltl2001.任意保険回数,任意保険回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.任意保険回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.任意保険回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,任意保険回数に関する項目
536,tltl2001.任意保険免責代当社負担有無フラグ,任意保険免責代当社負担有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.任意保険免責代当社負担有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.任意保険免責代当社負担有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,任意保険免責代当社負担有無フラグを表す区分/フラグ情報
537,tltl2001.任意保険免責代当社負担契約回数,任意保険免責代当社負担契約回数,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.任意保険免責代当社負担契約回数）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.任意保険免責代当社負担契約回数」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,任意保険免責代当社負担契約回数に関する項目
538,tltl2001.任意保険免責代当社負担契約原価,任意保険免責代当社負担契約原価,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.任意保険免責代当社負担契約原価）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.任意保険免責代当社負担契約原価」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,任意保険免責代当社負担契約原価に関する金額・税・率などの数値情報
539,tltl2001.事故補償有無フラグ,事故補償有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.事故補償有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.事故補償有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,事故補償有無フラグを表す区分/フラグ情報
540,tltl2001.ＪＡＦ有無フラグ,ＪＡＦ有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＪＡＦ有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＪＡＦ有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＪＡＦ有無フラグを表す区分/フラグ情報
541,tltl2001.ＪＡＦ費用,ＪＡＦ費用,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＪＡＦ費用）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＪＡＦ費用」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＪＡＦ費用に関する金額・税・率などの数値情報
542,tltl2001.サポートダイヤル有無フラグ,サポートダイヤル有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.サポートダイヤル有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.サポートダイヤル有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,サポートダイヤル有無フラグを表す区分/フラグ情報
543,tltl2001.給油カード有無フラグ,給油カード有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.給油カード有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.給油カード有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,給油カード有無フラグを表す区分/フラグ情報
544,tltl2001.給油カード種別,給油カード種別,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.給油カード種別）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.給油カード種別」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,給油カード種別に関する項目
545,tltl2001.Ｇ－ＢＯＯＫ有無フラグ,Ｇ－ＢＯＯＫ有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.Ｇ－ＢＯＯＫ有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.Ｇ－ＢＯＯＫ有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,Ｇ－ＢＯＯＫ有無フラグを表す区分/フラグ情報
546,tltl2001.Ｇ－ＢＯＯＫ費用,Ｇ－ＢＯＯＫ費用,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.Ｇ－ＢＯＯＫ費用）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.Ｇ－ＢＯＯＫ費用」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,Ｇ－ＢＯＯＫ費用に関する金額・税・率などの数値情報
547,tltl2001.メンテナンス区分,メンテナンス区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.メンテナンス区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.メンテナンス区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,メンテナンス区分を表す区分/フラグ情報
548,tltl2001.シビア区分,シビア区分,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.シビア区分）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.シビア区分」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,シビア区分を表す区分/フラグ情報
549,tltl2001.ＳＦＭ契約有無フラグ,ＳＦＭ契約有無フラグ,STRING,有,なし,なし,なし,neo1rep_ve.tltl2001,SQL SELECT句参照（別名: tltl2001.ＳＦＭ契約有無フラグ）,tltl2001 由来項目をレポート用の日本語別名「tltl2001.ＳＦＭ契約有無フラグ」として取得。SQL上は主に直接取得。物理カラム名はSELECT句の対応行で確認。,ＳＦＭ契約有無フラグを表す区分/フラグ情報
